text,intent
quiero cambia resumen por planeta dentro de notas.txt,reemplazar
eh lista los archivos .txt dentro de proyectos/,listarTipo
por favor localizar la carpeta imagenes,buscarCarpeta
por favor duplicar la carpeta proyectos/ en respaldo/,dupdic
necesito abri informe.txt,leerArchivo
por favor hace una copia de proyectos/ dentro de backup/,dupdic
por favor copiar la carpeta reportes/ en respaldo/,dupdic
seria bueno si extrae el texto de reporte.pdf,leerPDF
dale transforma reporte.txt en un pdf,archivoAaPDF
seria bueno si duplica reportes/ a respaldo/,dupdic
necesito extrae el texto de documento.pdf,PDFaTexto
eh borra basura.pdf que ya no sirve,eliminARchivo
podes cambia la palabra mundo por nuevo resumen en notas.txt,reemplazar
haceme el favor de converti informe.txt en formato pdf,archivoAaPDF
podes localizar la carpeta imagenes,buscarCarpeta
PORFA ENCONTRA EL ARCHIVO INFORME.TXT,buscarArchivo
seria bueno si mobver la carpeta proyectos/ a backup/,movdic
cuando puedas move reporte.docx al directorio proyectos/,mover
cuando puedas mostrame los .pdf que haya en proyectos/,listarTipo
podes traslada notas.txt hacia backup/,mover
haceme el favor de buscar la carpeta proyectos,buscarCarpeta
por favor saca basura.pdf,eliminARchivo
eh pasa reporte.docx dentro de proyectos/,mover
CUANDO PUEDAS RESPALDAR LA CARPETA PROYECTOS/ EN BACKUP/,dupdic
PORFA CAMBIA RESUMEN POR NUEVO RESUMEN DENTRO DE NOTAS.TXT,reemplazar
eh traslada imagenes/ hacia backup/,movdic
necesito  mostrame  lo  que  dice  informe.pdf,leerPDF
por favor quita resumen del archivo reporte.txt,sacarLoQueDice
por favor clonar la carpeta proyectos/ en respaldo/,dupdic
quiero borra basura.pdf que ya no sirve,eliminARchivo
por  favor  verificar  plan.pdf  en  todo  el  disco,buscarArchivo
cuando puedas traslada proyectos/ hacia archibos/,movdic
quiero leer el contenido de documento.pdf,leerPDF
che verificar reporte.docx en todo el disco,buscarArchivo
porfa hace una copia de imagenes/ dentro de backup/,dupdic
cuando puedas elimina la palabra total de plan.txt,sacarLoQueDice
che consultar notas.txt,leerArchivo
cambia el nombre de datos.csv a plan_2025.txt,renombrar
cuando puedas mostrame el contenido de reporte.txt,leerArchivo
eh converti notas.txt en formato pdf,archivoAaPDF
che traslada reporte.docx hacia backup/,mover
haceme el favor de mover la carpeta proyectos/ a respaldo/,movdic
che respaldar la carpeta reportes/ en archvos/,dupdic
necesito  duplica  imagenes/  a  backup/,dupdic
seria bueno si clonar la carpeta proyectos/ en respaldo/,dupdic
porfa traslada proyectos/ hacia backup/,movdic
eh borra lo que diga dato en plan.txt,sacarLoQueDice
POR FAVOR TRASLADA REPORTES/ HACIA BACKUP/,movdic
necesito encontrar el archivo llamado reporte.docx,buscarArchivo
dale extraer el contenido de informe.pdf,leerPDF
haceme el favor de quita dato del archivo notas.txt,sacarLoQueDice
quiero buscar todos los archivos .txt en docs/,listarTipo
quiero  mostrar  reporte.txt,leerArchivo
SERIA BUENO SI ENCONTRA EL ARCHIVO INFORME.TXT,buscarArchivo
podes duplica imagenes/ a archivos/,dupdic
haceme el favor de borra lo que diga dato en plan.txt,sacarLoQueDice
seria bueno si borra lo que diga hola en plan.txt,sacarLoQueDice
podes mostrar todos los archivos .csv en docs/,listarTipo
che escribi informacion actualizada despues de hola en plan.txt,modificaDondeDice
dale renombra datos.csv a dataset.csv,renombrar
necesito borra lo que diga resumen en notas.txt,sacarLoQueDice
dale transforma reporte.txt en un pdf,archivoAaPDF
podes transforma texto.txt en un pdf,archivoAaPDF
necesito quita dato del archivo notas.txt,sacarLoQueDice
eh move notas.txt al directorio backup/,mover
copiar plan.txt a docs/,copiar
QUIERO MOVER PLAN.TXT A BACKUP/,mover
che duplica proyectos/ a archivos/,dupdic
porfa borra lo que diga resumen en plan.txt,sacarLoQueDice
HACEME EL FAVOR DE DUPLICA REPORTES/ A BACKUP/,dupdic
seria bueno si quitar log.txt,eliminARchivo
cuando puedas duplicar la carpeta imagenes/ en respaldo/,dupdic
seria bueno si traslada reporte.docx hacia docs/,mover
seria bueno si converti reporte.pdf en texto plano,PDFaTexto
eh hace una copia de imagenes/ dentro de respaldo/,dupdic
che localiza plan.pdf,buscarArchivo
seria bueno si mostrar el archivo informe.txt,leerArchivo
dale saca todo lo que diga resumen en plan.txt,sacarLoQueDice
porfa reubicar la carpeta reportes/ a backup/,movdic
haceme el favor de hace una copia de datos.csv en backup/,copiar
PORFA EXTRAE EL TEXTO DE DOCUMENTO.PDF,PDFaTexto
reubicar reporte.docx a backup/,mover
dale hace un pdf con informe.txt,archivoAaPDF
porfa pasa plan.txt dentro de proyectos/,mover
quiero pone adios donde dice hola dentro de plan.txt,modificaDondeDice
porfa buscar proyectos en todo el disco,buscarCarpeta
por favor extrae el texto de documento.pdf,leerPDF
EH EXTRAE EL TEXTO DE REPORTE.PDF,leerPDF
porfa renombra plan.txt a plan_2025.txt,renombrar
porfa transformar reporte.txt a PDF,archivoAaPDF
cuando puedas saca basura.pdf,eliminARchivo
podes duplica informe.docx dentro de docs/,copiar
che cambia hola por chau dentro de notas.txt,reemplazar
eh mostrar el contenido de reporte.pdf,leerPDF
necesito escribi nuevo resumen despues de total en reporte.txt,modificaDondeDice
por favor pasa reporte.txt a pdf,archivoAaPDF
seria bueno si renombrar reporte.docx por reporte_final.docx,renombrar
mover notas.txt a backup/,mover
borrar el archivo log.txt,eliminARchivo
eh  move  reporte.docx  al  directorio  docs/,mover
seria  bueno  si  cambiar  notas.txt  a  PDF,archivoAaPDF
porfa extrae el texto de reporte.pdf,leerPDF
necesito borra lo que diga dato en plan.txt,sacarLoQueDice
necesito reemplaza mundo por chau en notas.txt,reemplazar
necesito sustitui dato con chau en reporte.txt,reemplazar
porfa mostrar reporte.txt,leerArchivo
quiero saca log.txt,eliminARchivo
por favor encontra imagenes,buscarCarpeta
podes mostrame lo que dice reporte.pdf,leerPDF
podes localizar documentos en todo el disco,buscarCarpeta
necesito encontrar reporte.docx en todo el disco,buscarArchivo
porfa move proyectos/ dentro de backup/,movdic
che localiza reporte.docx,buscarArchivo
eh cambia dato por nuevo resumen dentro de reporte.txt,reemplazar
por favor duplica informe.docx dentro de docs/,copiar
localizar documentos en todo el disco,buscarCarpeta
seria bueno si pasa informe.pdf a txt,PDFaTexto
porfa clonar datos.csv a seguridad/,copiar
SERIA BUENO SI PASA INFORME.TXT A PDF,archivoAaPDF
porfa quiero leer notas.txt,leerArchivo
seria bueno si lista los archibos .csv dentro de docs/,listarTipo
CUANDO PUEDAS PASA DATOS.CSV A BACKUP/,copiar
seria bueno si encontra documentos,buscarCarpeta
eh  pasa  informe.pdf  a  txt,PDFaTexto
quiero cambiar informe.txt a PDF,archivoAaPDF
quiero mostrame lo que dice documento.pdf,leerPDF
eh cambia la palabra mundo por planeta en reporte.txt,reemplazar
por favor hace texto de reporte.pdf,PDFaTexto
DALE HACE UN PDF CON NOTAS.TXT,archivoAaPDF
haceme el favor de move imagenes/ dentro de backup/,movdic
haceme el favor de localizar la carpeta documentos,buscarCarpeta
haceme el favor de hace una copia de proyectos/ dentro de archivos/,dupdic
por favor genera el archivo diario.txt,crea
HACEME EL FAVOR DE PASA PLAN.TXT A DOCS/,copiar
dale saca log.txt,eliminARchivo
quiero hace texto de reporte.pdf,PDFaTexto
che quiero leer reporte.txt,leerArchivo
seria bueno si lista los archivos .csv dentro de proyectos/,listarTipo
quiero move proyectos/ dentro de respaldo/,movdic
dale podes producir un archivo reporte.docx,crea
por favor quiero eliminar viejo.txt,eliminARchivo
cuando puedas cambia la palabra mundo por planeta en reporte.txt,reemplazar
SERIA BUENO SI DUPLICAR LA CARPETA REPORTES/ EN RESPALDO/,dupdic
necesito transforma informe.txt en un pdf,archivoAaPDF
quiero quita total del archvo notas.txt,sacarLoQueDice
podes leer el contenido de informe.pdf,leerPDF
necesito renombrar reporte.docx por reporte_final.docx,renombrar
PORFA CREAR UN ARCHIVO LLAMADO REPORTE.DOCX,crea
por favor traslada reporte.docx hacia proyectos/,mover
porfa cambia mundo por planeta dentro de reporte.txt,reemplazar
eh deja plan.txt con el nombre dataset.csv,renombrar
necesito sustitui hola con planeta en notas.txt,reemplazar
encontrar la carpeta proyectos,buscarCarpeta
quiero buscar informe.txt en todo el disco,buscarArchivo
che move reportes/ dentro de archivos/,movdic
dale move plan.txt al directorio proyectos/,mover
quiero quita hola del archivo notas.txt,sacarLoQueDice
quiero encontrar plan.pdf en todo el disco,buscarArchivo
porfa encontra el archivo informe.txt,buscarArchivo
por favor ver todos los archivos .pdf en docs/,listarTipo
che pasa notas.txt dentro de backup/,mover
haceme el favor de mostrame el contenido de notas.txt,leerArchivo
che localiza reporte.docx,buscarArchivo
dale saca todo lo que diga total en plan.txt,sacarLoQueDice
podes move reportes/ dentro de backup/,movdic
seria bueno si mostrame los .pdf que haya en proyectos/,listarTipo
cuando puedas encontrar plan.pdf en todo el disco,buscarArchivo
por favor saca todo lo que diga total en reporte.txt,sacarLoQueDice
porfa pone calculo donde dice hola dentro de plan.txt,modificaDondeDice
podes hace texto de reporte.pdf,PDFaTexto
haceme el favor de buscar la carpeta documentos,buscarCarpeta
seria bueno si quiero leer reporte.txt,leerArchivo
che hace una copia de proyectos/ dentro de archivos/,dupdic
porfa encontrar el archivo llamado informe.txt,buscarArchivo
por favor mostrame los .pdf que haya en backup/,listarTipo
quiero duplicar datos.csv a seguridad/,copiar
necesito leer el contenido de documento.pdf,leerPDF
eh agrega informacion actualizada donde diga total en plan.txt,modificaDondeDice
quiero eliminar viejo.txt,eliminARchivo
cuando puedas leer el archivo notas.txt,leerArchivo
eh hace una copia de proyectos/ dentro de respaldo/,dupdic
dale buscar proyectos en todo el disco,buscarCarpeta
dale producir un archivo llamado diario.txt,crea
dale ponele dataset.csv a plan.txt,renombrar
cuando puedas borra reporte.docx que ya no sirve,eliminARchivo
seria bueno si sustitui dato con chau en plan.txt,reemplazar
cuando puedas cambia la palabra mundo por chau en notas.txt,reemplazar
quiero traslada imagenes/ hacia archibos/,movdic
eh mostrame lo que dice reporte.pdf,leerPDF
ENCONTRAR DOCUMENTOS EN TODO EL DISCO,buscarCarpeta
necesito lista los archivos .pdff dentro de proyectos/,listarTipo
quiero borrar el archibo basura.pdf,eliminARchivo
podes lista los archivos .txt dentro de docs/,listarTipo
necesito move imagenes/ dentro de backup/,movdic
eh renombra datos.csv a dataset.csv,renombrar
dale mostrame los .txt que haya en proyectos/,listarTipo
podes encontra proyectos,buscarCarpeta
podes deja notas.txt con el nombre notas_nuevo.txt,renombrar
dale buscar el archivo llamado informe.txt,buscarArchivo
haceme el favor de cambia dato por chau dentro de plan.txt,reemplazar
por favor traslada reportes/ hacia backup/,movdic
SERIA BUENO SI HACE UNA COPIA DE IMAGENES/ DENTRO DE BACKUP/,dupdic
cambia mundo por planeta dentro de notas.txt,reemplazar
podes encontra el archivo reporte.docx,buscarArchivo
dale mostrame lo que dice reporte.pdf,leerPDF
deja notas.txt con el nombre notas_nuevo.txt,renombrar
podes pasa plan.txt dentro de backup/,mover
haceme  el  favor  de  pasa  notas.txt  dentro  de  backup/,mover
porfa agrega adios donde diga total en plan.txt,modificaDondeDice
mostrame el contenido de reporte.txt,leerArchivo
podes reubicar la carpeta imagenes/ a backup/,movdic
extrae el texto de informe.pdf,PDFaTexto
extrae el texto de documento.pdf,leerPDF
quiero generar reporte.docx,crea
cuando puedas borrar basura.pdf,eliminARchivo
porfa sacar log.txt,eliminARchivo
porfa duplica datos.csv dentro de docs/,copiar
mostrame los .csv que haya en backup/,listarTipo
traslada reportes/ hacia backup/,movdic
cuando puedas saca log.txt,eliminARchivo
por favor abri informe.txt,leerArchivo
necesito pasa notas.txt dentro de docs/,mover
che necesito generar un nuevo archivo nuevo.txt,crea
PORFA  QUIERO  ARMAR  REPORTE.DOCX,crea
PORFA LOCALIZAR LA CARPETA IMAGENES,buscarCarpeta
eh quiero remover log.txt,eliminARchivo
eh cambia resumen por nuevo resumen dentro de notas.txt,reemplazar
necesito quiero leer reporte.txt,leerArchivo
eh localiza reporte.docx,buscarArchivo
por favor quiero leer informe.txt,leerArchivo
necesito ver todos los archivos .pdf en proyectos/,listarTipo
eh borra log.txt que ya no sirve,eliminARchivo
haceme el favor de respaldar informe.docx a docs/,copiar
eh quiero escribir reporte.docx,crea
pasa texto.txt a pdf,archivoAaPDF
dale crar un archivo llamado nuevo.txt,crea
eh cambia la palabra resumen por nuevo resumen en reporte.txt,reemplazar
eh extrae el texto de reporte.pdf,PDFaTexto
necesito move reporte.docx al directorio docs/,mover
BORRA LO QUE DIGA TOTAL EN REPORTE.TXT,sacarLoQueDice
escribi calculo despues de resumen en reporte.txt,modificaDondeDice
necesito duplicar la carpeta reportes/ en backup/,dupdic
eh sustitui dato con planeta en plan.txt,reemplazar
podes traslada proyectos/ hacia respaldo/,movdic
necesito buscar la carpeta imagenes,buscarCarpeta
podes reemplaza dato por nuevo dato en notas.txt,reemplazar
cuando puedas elimina la palabra dato de plan.txt,sacarLoQueDice
haceme el favor de abrir reporte.txt,leerArchivo
porfa duplicar plan.txt a backup/,copiar
reemplaza hola por planeta en reporte.txt,reemplazar
por favor duplicar la carpeta imagenes/ en backup/,dupdic
quiero hace un pdf con informe.txt,archivoAaPDF
che encontrar la carpeta proyectos,buscarCarpeta
dale lista los archivos .csv dentro de docs/,listarTipo
che verificar el archivo llamado plan.pdf,buscarArchivo
seria bueno si saca todo lo que diga dato en reporte.txt,sacarLoQueDice
quiero encontra el archivo plan.pdf,buscarArchivo
porfa borra lo que diga resumen en reporte.txt,sacarLoQueDice
haceme el favor de ver reporte.txt,leerArchivo
necesito quita hola del archivo plan.txt,sacarLoQueDice
cuando puedas sacar documento.pdf a texto,PDFaTexto
haceme el favor de extrae el texto de documento.pdf,leerPDF
necesito pone informacion actualizada donde dice dato dentro de plan.txt,modificaDondeDice
necesito armar un nuevo archivo nuevo.txt,crea
seria  bueno  si  pasa  reporte.txt  a  pdf,archivoAaPDF
quiero extrae el texto de reporte.pdf,leerPDF
por favor mostrame los .csv que haya en docs/,listarTipo
haceme  el  favor  de  leer  el  contenido  de  documento.pdf,leerPDF
move plan.txt al directorio backup/,mover
eh extrae el texto de documento.pdff,leerPDF
porfa haceme escribir reporte.docx,crea
cuando puedas borra lo que diga hola en notas.txt,sacarLoQueDice
podes mostrame el contenido de reporte.txt,leerArchivo
necesito escribi adios despues de total en plan.txt,modificaDondeDice
reubicar la carpeta proyectos/ a archivos/,movdic
seria bueno si podes crear un archivo notas.txt,crea
podes transforma informe.txt en un pdf,archivoAaPDF
cuando puedas duplica plan.txt dentro de seguridad/,copiar
eh mover plan.txt a docs/,mover
quiero encontra documentos,buscarCarpeta
podes hace una copia de reportes/ dentro de respaldo/,dupdic
podes lista los archivos .txt dentro de backup/,listarTipo
seria  bueno  si  ponele  notas_nuevo.txt  a  reporte.docx,renombrar
quiero move imagenes/ dentro de archivos/,movdic
eh ver notas.txt,leerArchivo
che convertir reporte.pdf a teto,PDFaTexto
CHE SUSTITUI DATO CON NUEVO DATO EN PLAN.TXT,reemplazar
quiero quita total del archivo reporte.txt,sacarLoQueDice
seria bueno si hace un pdf con notas.txt,archivoAaPDF
seria bueno si encontra el archivo plan.pdf,buscarArchivo
cuando puedas converti reporte.pdf en texto plano,PDFaTexto
che abri reporte.txt,leerArchivo
HACEME EL FAVOR DE RESPALDAR LA CARPETA IMAGENES/ EN BACKUP/,dupdic
podes mostrame lo que dice reporte.pdf,leerPDF
CUANDO PUEDAS QUIERO LEER REPORTE.TXT,leerArchivo
porfa quiero borrar log.txt,eliminARchivo
cuando puedas traslada proyectos/ hacia archivos/,movdic
podes transformar informe.pfd a texto,PDFaTexto
eh sustitui hola con planeta en notas.txt,reemplazar
por favor hace una copia de informe.docx en docs/,copiar
quiero sacar el archivo basura.pdf,eliminARchivo
eh ponele notas_nuevo.txt a reporte.docx,renombrar
podes mostrame lo que dice reporte.pdf,leerPDF
elimina la palabra dato de reporte.txt,sacarLoQueDice
seria bueno si armar un archibo llamado nuevo.txt,crea
podes renombrar reporte.docx por notas_nuevo.txt,renombrar
por favor duplica informe.docx dentro de backup/,copiar
dale mostrar el contenido de reporte.pdf,leerPDF
